Entity,Code,Year, crop(tonnes per hectare),RMSE
Purwakarta,PWK,2000,43.5691,7.271208763122559
Purwakarta,PWK,2001,50.3558,7.271208763122559
Purwakarta,PWK,2002,53.2631,7.271208763122559
Purwakarta,PWK,2003,53.9815,7.271208763122559
Purwakarta,PWK,2004,58.428,7.271208763122559
Purwakarta,PWK,2005,58.4225,7.271208763122559
Purwakarta,PWK,2006,58.4447,7.271208763122559
Purwakarta,PWK,2007,57.0494,7.271208763122559
Purwakarta,PWK,2008,57.0977,7.271208763122559
Purwakarta,PWK,2009,58.7499,7.271208763122559
Purwakarta,PWK,2010,63.4958,7.271208763122559
Purwakarta,PWK,2011,63.7597,7.271208763122559
Purwakarta,PWK,2012,60.4909,7.271208763122559
Purwakarta,PWK,2013,61.7947,7.271208763122559
Purwakarta,PWK,2014,60.6647,7.271208763122559
Purwakarta,PWK,2014,66.8025,7.271208763122559
Purwakarta,PWK,2015,66.8517,7.271208763122559
Purwakarta,PWK,2016,68.16250610351562,7.271208763122559
Purwakarta,PWK,2017,66.72622680664062,7.271208763122559
Purwakarta,PWK,2018,65.61522674560547,7.271208763122559
Purwakarta,PWK,2019,65.61222839355469,7.271208763122559
Purwakarta,PWK,2020,66.6249008178711,7.271208763122559
Indramayu,IDY,1976,8.0521,1.6485754251480103
Indramayu,IDY,1978,5.6335,1.6485754251480103
Indramayu,IDY,1979,7.6949,1.6485754251480103
Indramayu,IDY,1980,9.5313,1.6485754251480103
Indramayu,IDY,1981,10.1735,1.6485754251480103
Indramayu,IDY,1982,11.3017,1.6485754251480103
Indramayu,IDY,1983,9.9148,1.6485754251480103
Indramayu,IDY,1984,9.7687,1.6485754251480103
Indramayu,IDY,1985,9.5036,1.6485754251480103
Indramayu,IDY,1986,17.2375,1.6485754251480103
Indramayu,IDY,1987,17.4942,1.6485754251480103
Indramayu,IDY,1988,17.4842,1.6485754251480103
Indramayu,IDY,1989,17.4697,1.6485754251480103
Indramayu,IDY,1990,16.5133,1.6485754251480103
Indramayu,IDY,1991,15.9369,1.6485754251480103
Indramayu,IDY,1992,15.5178,1.6485754251480103
Indramayu,IDY,1993,15.4989,1.6485754251480103
Indramayu,IDY,1994,16.3324,1.6485754251480103
Indramayu,IDY,1995,16.8227,1.6485754251480103
Indramayu,IDY,1996,15.3493,1.6485754251480103
Indramayu,IDY,1997,15.4075,1.6485754251480103
Indramayu,IDY,1998,15.207,1.6485754251480103
Indramayu,IDY,1999,14.8839,1.6485754251480103
Indramayu,IDY,2000,14.9593,1.6485754251480103
Indramayu,IDY,2001,15.0447,1.6485754251480103
Indramayu,IDY,2002,15.1279,1.6485754251480103
Indramayu,IDY,2003,14.7773,1.6485754251480103
Indramayu,IDY,2004,14.4523,1.6485754251480103
Indramayu,IDY,2005,14.2937,1.6485754251480103
Indramayu,IDY,2006,13.4441,1.6485754251480103
Indramayu,IDY,2007,13.5763,1.6485754251480103
Indramayu,IDY,2008,13.564,1.6485754251480103
Indramayu,IDY,2009,13.754,1.6485754251480103
Indramayu,IDY,2010,13.8886,1.6485754251480103
Indramayu,IDY,2011,13.9045,1.6485754251480103
Indramayu,IDY,2012,14.1263,1.6485754251480103
Indramayu,IDY,2013,13.2767,1.6485754251480103
Indramayu,IDY,2014,14.1542,1.6485754251480103
Indramayu,IDY,2014,11.2015,1.6485754251480103
Indramayu,IDY,2015,11.3139,1.6485754251480103
Indramayu,IDY,2016,12.599656105041504,1.6485754251480103
Indramayu,IDY,2017,11.91165542602539,1.6485754251480103
Indramayu,IDY,2018,11.868343353271484,1.6485754251480103
Indramayu,IDY,2019,11.847396850585938,1.6485754251480103
Indramayu,IDY,2020,11.822317123413086,1.6485754251480103
Ciamis,CMS,1962,7.1262,19.9727783203125
Ciamis,CMS,1964,8.1481,19.9727783203125
Ciamis,CMS,1965,8.1481,19.9727783203125
Ciamis,CMS,1966,8.3292,19.9727783203125
Ciamis,CMS,1967,8.8,19.9727783203125
Ciamis,CMS,1968,8.5995,19.9727783203125
Ciamis,CMS,1969,9.2,19.9727783203125
Ciamis,CMS,1970,9.6154,19.9727783203125
Ciamis,CMS,1971,10.3704,19.9727783203125
Ciamis,CMS,1972,9.995,19.9727783203125
Ciamis,CMS,1973,10.6667,19.9727783203125
Ciamis,CMS,1974,11.3333,19.9727783203125
Ciamis,CMS,1975,11.6129,19.9727783203125
Ciamis,CMS,1976,12.1875,19.9727783203125
Ciamis,CMS,1977,12.7273,19.9727783203125
Ciamis,CMS,1978,13.2353,19.9727783203125
Ciamis,CMS,1979,13.7143,19.9727783203125
Ciamis,CMS,1980,14.4444,19.9727783203125
Ciamis,CMS,1981,15.5556,19.9727783203125
Ciamis,CMS,1982,15.0,19.9727783203125
Ciamis,CMS,1983,15.1515,19.9727783203125
Ciamis,CMS,1984,15.0,19.9727783203125
Ciamis,CMS,1985,14.8148,19.9727783203125
Ciamis,CMS,1986,15.2174,19.9727783203125
Ciamis,CMS,1987,15.0,19.9727783203125
Ciamis,CMS,1988,15.0,19.9727783203125
Ciamis,CMS,1989,14.7368,19.9727783203125
Ciamis,CMS,1990,14.7059,19.9727783203125
Ciamis,CMS,1991,14.6667,19.9727783203125
Ciamis,CMS,1992,10.0307,19.9727783203125
Ciamis,CMS,1993,16.4286,19.9727783203125
Ciamis,CMS,1994,16.4706,19.9727783203125
Ciamis,CMS,1995,17.0,19.9727783203125
Ciamis,CMS,1996,16.0,19.9727783203125
Ciamis,CMS,1997,18.0,19.9727783203125
Ciamis,CMS,1998,17.75,19.9727783203125
Ciamis,CMS,1999,18.9634,19.9727783203125
Ciamis,CMS,2000,19.7754,19.9727783203125
Ciamis,CMS,2001,18.1818,19.9727783203125
Ciamis,CMS,2002,18.0,19.9727783203125
Ciamis,CMS,2003,16.8182,19.9727783203125
Ciamis,CMS,2004,46.6538,19.9727783203125
Ciamis,CMS,2005,45.4849,19.9727783203125
Ciamis,CMS,2006,34.0752,19.9727783203125
Ciamis,CMS,2007,48.2228,19.9727783203125
Ciamis,CMS,2008,48.2228,19.9727783203125
Ciamis,CMS,2009,72.8467,19.9727783203125
Ciamis,CMS,2010,67.3853,19.9727783203125
Ciamis,CMS,2011,64.4983,19.9727783203125
Ciamis,CMS,2012,60.4132,19.9727783203125
Ciamis,CMS,2013,69.1029,19.9727783203125
Ciamis,CMS,2014,80.4157,19.9727783203125
Ciamis,CMS,2014,83.4236,19.9727783203125
Ciamis,CMS,2015,64.1437,19.9727783203125
Ciamis,CMS,2016,66.24506378173828,19.9727783203125
Ciamis,CMS,2017,71.48274993896484,19.9727783203125
Ciamis,CMS,2018,99.35165405273438,19.9727783203125
Ciamis,CMS,2019,143.67550659179688,19.9727783203125
Ciamis,CMS,2020,105.90363311767578,19.9727783203125
Sukabumi,SKB,1962,12.0,1.972127914428711
Sukabumi,SKB,1964,12.0,1.972127914428711
Sukabumi,SKB,1965,12.4,1.972127914428711
Sukabumi,SKB,1966,12.8,1.972127914428711
Sukabumi,SKB,1967,12.8,1.972127914428711
Sukabumi,SKB,1968,12.5,1.972127914428711
Sukabumi,SKB,1969,13.2143,1.972127914428711
Sukabumi,SKB,1970,12.8571,1.972127914428711
Sukabumi,SKB,1971,12.0,1.972127914428711
Sukabumi,SKB,1972,12.3333,1.972127914428711
Sukabumi,SKB,1973,12.6667,1.972127914428711
Sukabumi,SKB,1974,12.6667,1.972127914428711
Sukabumi,SKB,1975,13.3333,1.972127914428711
Sukabumi,SKB,1976,13.0,1.972127914428711
Sukabumi,SKB,1977,13.3333,1.972127914428711
Sukabumi,SKB,1978,11.7143,1.972127914428711
Sukabumi,SKB,1979,12.0,1.972127914428711
Sukabumi,SKB,1980,12.5714,1.972127914428711
Sukabumi,SKB,1981,12.0,1.972127914428711
Sukabumi,SKB,1982,12.2857,1.972127914428711
Sukabumi,SKB,1983,11.8421,1.972127914428711
Sukabumi,SKB,1984,12.1053,1.972127914428711
Sukabumi,SKB,1985,12.2368,1.972127914428711
Sukabumi,SKB,1986,12.3684,1.972127914428711
Sukabumi,SKB,1987,12.0513,1.972127914428711
Sukabumi,SKB,1988,12.0513,1.972127914428711
Sukabumi,SKB,1989,11.95,1.972127914428711
Sukabumi,SKB,1990,12.0,1.972127914428711
Sukabumi,SKB,1991,14.3902,1.972127914428711
Sukabumi,SKB,1992,19.0476,1.972127914428711
Sukabumi,SKB,1993,18.2857,1.972127914428711
Sukabumi,SKB,1994,20.0,1.972127914428711
Sukabumi,SKB,1995,21.6041,1.972127914428711
Sukabumi,SKB,1996,22.9449,1.972127914428711
Sukabumi,SKB,1997,24.1935,1.972127914428711
Sukabumi,SKB,1998,32.1429,1.972127914428711
Sukabumi,SKB,1999,29.4118,1.972127914428711
Sukabumi,SKB,2000,30.0,1.972127914428711
Sukabumi,SKB,2001,30.1887,1.972127914428711
Sukabumi,SKB,2002,30.0,1.972127914428711
Sukabumi,SKB,2003,26.7023,1.972127914428711
Sukabumi,SKB,2004,26.5574,1.972127914428711
Sukabumi,SKB,2005,27.4545,1.972127914428711
Sukabumi,SKB,2006,26.6667,1.972127914428711
Sukabumi,SKB,2007,24.5161,1.972127914428711
Sukabumi,SKB,2008,22.3227,1.972127914428711
Sukabumi,SKB,2009,24.6154,1.972127914428711
Sukabumi,SKB,2010,32.1782,1.972127914428711
Sukabumi,SKB,2011,32.0395,1.972127914428711
Sukabumi,SKB,2012,32.3459,1.972127914428711
Sukabumi,SKB,2013,32.7869,1.972127914428711
Sukabumi,SKB,2014,31.5385,1.972127914428711
Sukabumi,SKB,2014,36.0223,1.972127914428711
Sukabumi,SKB,2015,37.1844,1.972127914428711
Sukabumi,SKB,2016,34.6583366394043,1.972127914428711
Sukabumi,SKB,2017,34.97738265991211,1.972127914428711
Sukabumi,SKB,2018,32.3015022277832,1.972127914428711
Sukabumi,SKB,2019,32.68378829956055,1.972127914428711
Sukabumi,SKB,2020,29.67304229736328,1.972127914428711
Bogor,BGR,1962,14.5798,2.5406901836395264
Bogor,BGR,1964,13.875,2.5406901836395264
Bogor,BGR,1965,13.8704,2.5406901836395264
Bogor,BGR,1966,13.8308,2.5406901836395264
Bogor,BGR,1967,14.3138,2.5406901836395264
Bogor,BGR,1968,13.8777,2.5406901836395264
Bogor,BGR,1969,15.6,2.5406901836395264
Bogor,BGR,1970,14.2755,2.5406901836395264
Bogor,BGR,1971,13.4057,2.5406901836395264
Bogor,BGR,1972,14.6341,2.5406901836395264
Bogor,BGR,1973,14.9169,2.5406901836395264
Bogor,BGR,1974,13.8313,2.5406901836395264
Bogor,BGR,1975,17.5875,2.5406901836395264
Bogor,BGR,1976,16.6914,2.5406901836395264
Bogor,BGR,1977,15.7306,2.5406901836395264
Bogor,BGR,1978,16.8237,2.5406901836395264
Bogor,BGR,1979,15.3101,2.5406901836395264
Bogor,BGR,1980,17.9166,2.5406901836395264
Bogor,BGR,1981,19.695,2.5406901836395264
Bogor,BGR,1982,17.3089,2.5406901836395264
Bogor,BGR,1983,17.4214,2.5406901836395264
Bogor,BGR,1984,18.271,2.5406901836395264
Bogor,BGR,1985,18.3081,2.5406901836395264
Bogor,BGR,1986,19.25,2.5406901836395264
Bogor,BGR,1987,18.1579,2.5406901836395264
Bogor,BGR,1988,19.7403,2.5406901836395264
Bogor,BGR,1989,19.4226,2.5406901836395264
Bogor,BGR,1990,18.25,2.5406901836395264
Bogor,BGR,1991,19.0225,2.5406901836395264
Bogor,BGR,1992,21.0,2.5406901836395264
Bogor,BGR,1993,19.7514,2.5406901836395264
Bogor,BGR,1994,11.2376,2.5406901836395264
Bogor,BGR,1995,11.7143,2.5406901836395264
Bogor,BGR,1996,12.5789,2.5406901836395264
Bogor,BGR,1997,10.7999,2.5406901836395264
Bogor,BGR,1998,9.1982,2.5406901836395264
Bogor,BGR,1999,4.2205,2.5406901836395264
Bogor,BGR,2000,11.3268,2.5406901836395264
Bogor,BGR,2001,11.8246,2.5406901836395264
Bogor,BGR,2002,9.6692,2.5406901836395264
Bogor,BGR,2003,10.1478,2.5406901836395264
Bogor,BGR,2004,11.5712,2.5406901836395264
Bogor,BGR,2005,12.7028,2.5406901836395264
Bogor,BGR,2006,11.9718,2.5406901836395264
Bogor,BGR,2007,15.6908,2.5406901836395264
Bogor,BGR,2008,18.9707,2.5406901836395264
Bogor,BGR,2009,16.4567,2.5406901836395264
Bogor,BGR,2010,18.4666,2.5406901836395264
Bogor,BGR,2011,24.3532,2.5406901836395264
Bogor,BGR,2012,21.8266,2.5406901836395264
Bogor,BGR,2013,24.5821,2.5406901836395264
Bogor,BGR,2014,26.5356,2.5406901836395264
Bogor,BGR,2014,24.1712,2.5406901836395264
Bogor,BGR,2015,27.0855,2.5406901836395264
Bogor,BGR,2016,26.04166603088379,2.5406901836395264
Bogor,BGR,2017,27.511566162109375,2.5406901836395264
Bogor,BGR,2018,25.907381057739258,2.5406901836395264
Bogor,BGR,2019,25.090879440307617,2.5406901836395264
Bogor,BGR,2020,25.14801788330078,2.5406901836395264
Bekasi,BKS,1962,14.5798,8.068774223327637
Bekasi,BKS,1964,13.875,8.068774223327637
Bekasi,BKS,1965,13.8704,8.068774223327637
Bekasi,BKS,1966,13.8308,8.068774223327637
Bekasi,BKS,1967,14.3138,8.068774223327637
Bekasi,BKS,1968,13.8777,8.068774223327637
Bekasi,BKS,1969,15.6,8.068774223327637
Bekasi,BKS,1970,14.2755,8.068774223327637
Bekasi,BKS,1971,13.4057,8.068774223327637
Bekasi,BKS,1972,14.6341,8.068774223327637
Bekasi,BKS,1973,14.9169,8.068774223327637
Bekasi,BKS,1974,13.8313,8.068774223327637
Bekasi,BKS,1975,17.5875,8.068774223327637
Bekasi,BKS,1976,16.6914,8.068774223327637
Bekasi,BKS,1977,15.7306,8.068774223327637
Bekasi,BKS,1978,16.8237,8.068774223327637
Bekasi,BKS,1979,15.3101,8.068774223327637
Bekasi,BKS,1980,17.9166,8.068774223327637
Bekasi,BKS,1981,19.695,8.068774223327637
Bekasi,BKS,1982,17.3089,8.068774223327637
Bekasi,BKS,1983,17.4214,8.068774223327637
Bekasi,BKS,1984,18.271,8.068774223327637
Bekasi,BKS,1985,18.3081,8.068774223327637
Bekasi,BKS,1986,19.25,8.068774223327637
Bekasi,BKS,1987,18.1579,8.068774223327637
Bekasi,BKS,1988,19.7403,8.068774223327637
Bekasi,BKS,1989,19.4226,8.068774223327637
Bekasi,BKS,1990,18.25,8.068774223327637
Bekasi,BKS,1991,19.0225,8.068774223327637
Bekasi,BKS,1992,21.0,8.068774223327637
Bekasi,BKS,1993,19.7514,8.068774223327637
Bekasi,BKS,1994,14.0,8.068774223327637
Bekasi,BKS,1995,24.0,8.068774223327637
Bekasi,BKS,1996,21.0,8.068774223327637
Bekasi,BKS,1997,16.3,8.068774223327637
Bekasi,BKS,1998,15.875,8.068774223327637
Bekasi,BKS,1999,18.2,8.068774223327637
Bekasi,BKS,2000,19.0571,8.068774223327637
Bekasi,BKS,2001,27.8,8.068774223327637
Bekasi,BKS,2002,31.4545,8.068774223327637
Bekasi,BKS,2003,25.8621,8.068774223327637
Bekasi,BKS,2004,33.0882,8.068774223327637
Bekasi,BKS,2005,35.2857,8.068774223327637
Bekasi,BKS,2006,36.7647,8.068774223327637
Bekasi,BKS,2007,34.6875,8.068774223327637
Bekasi,BKS,2008,34.8148,8.068774223327637
Bekasi,BKS,2009,36.4368,8.068774223327637
Bekasi,BKS,2010,34.0659,8.068774223327637
Bekasi,BKS,2011,36.3333,8.068774223327637
Bekasi,BKS,2012,37.2526,8.068774223327637
Bekasi,BKS,2013,38.3665,8.068774223327637
Bekasi,BKS,2014,38.1764,8.068774223327637
Bekasi,BKS,2014,38.7188,8.068774223327637
Bekasi,BKS,2015,39.2613,8.068774223327637
Bekasi,BKS,2016,39.816192626953125,8.068774223327637
Bekasi,BKS,2017,40.18669509887695,8.068774223327637
Bekasi,BKS,2018,40.63665771484375,8.068774223327637
Bekasi,BKS,2019,41.15534210205078,8.068774223327637
Bekasi,BKS,2020,41.65114212036133,8.068774223327637
Karawang,KRW,1962,5.0,12.201623916625977
Karawang,KRW,1964,5.0,12.201623916625977
Karawang,KRW,1965,5.0,12.201623916625977
Karawang,KRW,1966,5.0,12.201623916625977
Karawang,KRW,1967,5.0,12.201623916625977
Karawang,KRW,1968,5.0,12.201623916625977
Karawang,KRW,1969,7.9808,12.201623916625977
Karawang,KRW,1970,9.9338,12.201623916625977
Karawang,KRW,1971,8.2988,12.201623916625977
Karawang,KRW,1972,8.4034,12.201623916625977
Karawang,KRW,1973,9.65,12.201623916625977
Karawang,KRW,1974,6.0257,12.201623916625977
Karawang,KRW,1975,10.0175,12.201623916625977
Karawang,KRW,1976,20.0148,12.201623916625977
Karawang,KRW,1977,23.0392,12.201623916625977
Karawang,KRW,1978,24.0741,12.201623916625977
Karawang,KRW,1979,25.8247,12.201623916625977
Karawang,KRW,1980,34.0539,12.201623916625977
Karawang,KRW,1981,39.2024,12.201623916625977
Karawang,KRW,1982,45.8452,12.201623916625977
Karawang,KRW,1983,38.7245,12.201623916625977
Karawang,KRW,1984,40.2899,12.201623916625977
Karawang,KRW,1985,32.2187,12.201623916625977
Karawang,KRW,1986,39.367,12.201623916625977
Karawang,KRW,1987,42.7752,12.201623916625977
Karawang,KRW,1988,33.1707,12.201623916625977
Karawang,KRW,1989,24.2887,12.201623916625977
Karawang,KRW,1990,25.6079,12.201623916625977
Karawang,KRW,1991,41.4578,12.201623916625977
Karawang,KRW,1992,32.5208,12.201623916625977
Karawang,KRW,1993,47.1616,12.201623916625977
Karawang,KRW,1994,41.2956,12.201623916625977
Karawang,KRW,1995,49.5218,12.201623916625977
Karawang,KRW,1996,58.7637,12.201623916625977
Karawang,KRW,1997,75.0807,12.201623916625977
Karawang,KRW,1998,70.7993,12.201623916625977
Karawang,KRW,1999,84.0033,12.201623916625977
Karawang,KRW,2000,69.4679,12.201623916625977
Karawang,KRW,2001,76.5034,12.201623916625977
Karawang,KRW,2002,93.5872,12.201623916625977
Karawang,KRW,2003,108.8297,12.201623916625977
Karawang,KRW,2004,103.4633,12.201623916625977
Karawang,KRW,2005,75.9875,12.201623916625977
Karawang,KRW,2006,104.3478,12.201623916625977
Karawang,KRW,2007,88.692,12.201623916625977
Karawang,KRW,2008,68.5303,12.201623916625977
Karawang,KRW,2009,70.0297,12.201623916625977
Karawang,KRW,2010,72.6368,12.201623916625977
Karawang,KRW,2011,57.5868,12.201623916625977
Karawang,KRW,2012,40.0431,12.201623916625977
Karawang,KRW,2013,43.4256,12.201623916625977
Karawang,KRW,2014,47.8032,12.201623916625977
Karawang,KRW,2014,37.3928,12.201623916625977
Karawang,KRW,2015,33.1665,12.201623916625977
Karawang,KRW,2016,32.091407775878906,12.201623916625977
Karawang,KRW,2017,35.0045280456543,12.201623916625977
Karawang,KRW,2018,28.471830368041992,12.201623916625977
Karawang,KRW,2019,27.080284118652344,12.201623916625977
Karawang,KRW,2020,22.990190505981445,12.201623916625977
